m49,VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
400,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Jordan,2008,5.579506102,m3/inhab/year,E,false
400,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Jordan,2009,5.180800848,m3/inhab/year,E,false
400,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Jordan,2010,5.481672508,m3/inhab/year,E,false
400,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Jordan,2011,5.374026927,m3/inhab/year,E,false
400,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Jordan,2012,4.349472468,m3/inhab/year,E,false
400,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Jordan,2013,4.879996506,m3/inhab/year,E,false
400,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Jordan,2014,5.880539736,m3/inhab/year,E,false
400,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Jordan,2015,3.8974391,m3/inhab/year,E,false
400,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Jordan,2016,3.247932042,m3/inhab/year,E,false
400,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Jordan,2017,3.136534214,m3/inhab/year,E,false
400,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Jordan,2018,3.297552184,m3/inhab/year,E,false
400,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Jordan,2019,3.45580741,m3/inhab/year,E,false
400,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Jordan,2020,3.394314413,m3/inhab/year,E,false
400,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Jordan,2021,3.332623675,m3/inhab/year,E,false
400,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Jordan,2022,3.276398215,m3/inhab/year,E,false
414,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Kuwait,2000,12.124566879,m3/inhab/year,E,false
414,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Kuwait,2001,11.080009621,m3/inhab/year,E,false
414,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Kuwait,2002,10.097214819,m3/inhab/year,E,false
414,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Kuwait,2003,10.253342882,m3/inhab/year,E,false
414,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Kuwait,2004,10.414155835,m3/inhab/year,E,false
414,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Kuwait,2005,10.41672255,m3/inhab/year,E,false
414,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Kuwait,2006,9.853120839,m3/inhab/year,E,false
414,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Kuwait,2007,9.290689732,m3/inhab/year,E,false
414,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Kuwait,2008,8.787740612,m3/inhab/year,E,false
414,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Kuwait,2009,8.334871529,m3/inhab/year,E,false
414,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Kuwait,2010,7.916090796,m3/inhab/year,E,false
414,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Kuwait,2011,7.437402923,m3/inhab/year,E,false
414,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Kuwait,2012,6.982267139,m3/inhab/year,E,false
414,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Kuwait,2013,6.642442184,m3/inhab/year,E,false
414,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Kuwait,2014,6.356106745,m3/inhab/year,E,false
414,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Kuwait,2015,6.076484423,m3/inhab/year,E,false
414,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Kuwait,2016,5.819222966,m3/inhab/year,E,false
414,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Kuwait,2017,5.608126729,m3/inhab/year,E,false
414,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Kuwait,2018,5.389293163,m3/inhab/year,E,false
414,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Kuwait,2019,5.245155885,m3/inhab/year,E,false
414,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Kuwait,2020,5.295281245,m3/inhab/year,E,false
414,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Kuwait,2021,5.343127385,m3/inhab/year,E,false
414,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Kuwait,2022,5.076793584,m3/inhab/year,E,false
422,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Lebanon,2000,18.224486873,m3/inhab/year,E,false
422,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Lebanon,2001,21.154414962,m3/inhab/year,E,false
422,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Lebanon,2002,24.048370966,m3/inhab/year,E,false
422,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Lebanon,2003,26.861072834,m3/inhab/year,E,false
422,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Lebanon,2004,29.52201856,m3/inhab/year,E,false
422,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Lebanon,2005,32.112336661,m3/inhab/year,E,false
422,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Lebanon,2006,47.357095229,m3/inhab/year,E,false
422,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Lebanon,2007,61.93077873,m3/inhab/year,E,false
422,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Lebanon,2008,76.136659416,m3/inhab/year,E,false
422,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Lebanon,2009,90.139048496,m3/inhab/year,E,false
422,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Lebanon,2010,104.140053098,m3/inhab/year,E,false
422,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Lebanon,2011,117.73894137,m3/inhab/year,E,false
422,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Lebanon,2012,128.921554958,m3/inhab/year,E,false
422,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Lebanon,2013,130.583852593,m3/inhab/year,E,false
422,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Lebanon,2014,129.982873772,m3/inhab/year,E,false
422,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Lebanon,2015,139.050492169,m3/inhab/year,E,false
422,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Lebanon,2016,142.336147372,m3/inhab/year,E,false
422,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Lebanon,2017,146.100860242,m3/inhab/year,E,false
422,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Lebanon,2018,150.398078648,m3/inhab/year,E,false
422,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Lebanon,2019,155.317180116,m3/inhab/year,E,false
422,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Lebanon,2020,157.828338183,m3/inhab/year,E,false
422,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Lebanon,2021,157.394333314,m3/inhab/year,E,false
422,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Lebanon,2022,156.671898928,m3/inhab/year,E,false
434,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Libya,2000,24.88208812,m3/inhab/year,E,false
434,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Libya,2001,25.041223318,m3/inhab/year,E,false
434,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Libya,2002,25.166511182,m3/inhab/year,E,false
434,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Libya,2003,25.259145693,m3/inhab/year,E,false
434,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Libya,2004,25.320323698,m3/inhab/year,E,false
434,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Libya,2005,25.358214201,m3/inhab/year,E,false
434,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Libya,2006,27.98305296,m3/inhab/year,E,false
434,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Libya,2007,30.489659491,m3/inhab/year,E,false
434,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Libya,2008,32.860023139,m3/inhab/year,E,false
434,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Libya,2009,35.131665134,m3/inhab/year,E,false
434,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Libya,2010,37.31212593,m3/inhab/year,E,false
434,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Libya,2011,41.181733191,m3/inhab/year,E,false
434,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Libya,2012,45.312370536,m3/inhab/year,E,false
434,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Libya,2013,44.411819381,m3/inhab/year,E,false
434,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Libya,2014,43.564496926,m3/inhab/year,E,false
434,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Libya,2015,42.867078834,m3/inhab/year,E,false
434,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Libya,2016,42.218739511,m3/inhab/year,E,false
434,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Libya,2017,41.550609384,m3/inhab/year,E,false
434,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Libya,2018,40.881552273,m3/inhab/year,E,false
434,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Libya,2019,40.281782578,m3/inhab/year,E,false
434,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Libya,2020,39.742248807,m3/inhab/year,E,false
434,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Libya,2021,39.242204992,m3/inhab/year,E,false
434,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Libya,2022,38.760736205,m3/inhab/year,E,false
478,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Mauritania,2000,9.680723613,m3/inhab/year,E,false
478,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Mauritania,2001,9.929967597,m3/inhab/year,E,false
478,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Mauritania,2002,10.187482542,m3/inhab/year,E,false
478,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Mauritania,2003,10.420956687,m3/inhab/year,E,false
478,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Mauritania,2004,10.632127011,m3/inhab/year,E,false
478,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Mauritania,2005,10.819789599,m3/inhab/year,E,false
478,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Mauritania,2006,10.551953439,m3/inhab/year,E,false
478,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Mauritania,2007,10.281084195,m3/inhab/year,E,false
478,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Mauritania,2008,9.989730682,m3/inhab/year,E,false
478,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Mauritania,2009,9.681992225,m3/inhab/year,E,false
478,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Mauritania,2010,9.377861464,m3/inhab/year,E,false
478,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Mauritania,2011,9.078423015,m3/inhab/year,E,false
478,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Mauritania,2012,8.786875172,m3/inhab/year,E,false
478,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Mauritania,2013,8.51561115,m3/inhab/year,E,false
478,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Mauritania,2014,8.262929536,m3/inhab/year,E,false
478,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Mauritania,2015,8.018237203,m3/inhab/year,E,false
478,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Mauritania,2016,7.781421343,m3/inhab/year,E,false
478,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Mauritania,2017,7.552367834,m3/inhab/year,E,false
478,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Mauritania,2018,7.331099423,m3/inhab/year,E,false
478,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Mauritania,2019,7.117743595,m3/inhab/year,E,false
478,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Mauritania,2020,6.912846612,m3/inhab/year,E,false
478,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Mauritania,2021,6.716123808,m3/inhab/year,E,false
478,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Mauritania,2022,6.522224686,m3/inhab/year,E,false
504,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Morocco,2000,12.665604539,m3/inhab/year,E,false
504,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Morocco,2001,19.538676915,m3/inhab/year,E,false
504,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Morocco,2002,26.23454602,m3/inhab/year,E,false
504,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Morocco,2003,23.561605016,m3/inhab/year,E,false
504,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Morocco,2004,20.949474941,m3/inhab/year,E,false
504,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Morocco,2005,18.388805324,m3/inhab/year,E,false
504,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Morocco,2006,15.891494307,m3/inhab/year,E,false
504,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Morocco,2007,13.459363208,m3/inhab/year,E,false
504,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Morocco,2008,11.089397407,m3/inhab/year,E,false
504,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Morocco,2009,8.780617193,m3/inhab/year,E,false
504,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Morocco,2010,6.529703869,m3/inhab/year,E,false
504,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Morocco,2011,6.441304464,m3/inhab/year,E,false
504,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Morocco,2012,6.355822763,m3/inhab/year,E,false
504,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Morocco,2013,6.274496619,m3/inhab/year,E,false
504,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Morocco,2014,6.197964144,m3/inhab/year,E,false
504,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Morocco,2015,6.125824198,m3/inhab/year,E,false
504,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Morocco,2016,6.053086079,m3/inhab/year,E,false
504,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Morocco,2017,5.980862594,m3/inhab/year,E,false
504,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Morocco,2018,5.915218182,m3/inhab/year,E,false
504,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Morocco,2019,5.854591068,m3/inhab/year,E,false
504,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Morocco,2020,5.794850062,m3/inhab/year,E,false
504,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Morocco,2021,5.736793428,m3/inhab/year,E,false
504,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Morocco,2022,5.679220888,m3/inhab/year,E,false
15,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Northern Africa,2000,29.320238524,m3/inhab/year,E,true
15,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Northern Africa,2001,28.880199506,m3/inhab/year,E,true
15,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Northern Africa,2002,28.430414274,m3/inhab/year,E,true
15,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Northern Africa,2003,26.582473518,m3/inhab/year,E,true
15,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Northern Africa,2004,24.794645379,m3/inhab/year,E,true
15,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Northern Africa,2005,23.058292082,m3/inhab/year,E,true
15,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Northern Africa,2006,21.378956744,m3/inhab/year,E,true
15,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Northern Africa,2007,19.75220081,m3/inhab/year,E,true
15,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Northern Africa,2008,18.16967451,m3/inhab/year,E,true
15,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Northern Africa,2009,16.633794343,m3/inhab/year,E,true
15,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Northern Africa,2010,15.153212231,m3/inhab/year,E,true
15,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Northern Africa,2011,11.379979883,m3/inhab/year,E,true
15,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Northern Africa,2012,10.645788801,m3/inhab/year,E,true
15,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Northern Africa,2013,9.909901325,m3/inhab/year,E,true
15,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Northern Africa,2014,9.194982661,m3/inhab/year,E,true
15,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Northern Africa,2015,8.508216999,m3/inhab/year,E,true
15,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Northern Africa,2016,8.53692553,m3/inhab/year,E,true
15,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Northern Africa,2017,25.770456955,m3/inhab/year,E,true
15,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Northern Africa,2018,25.106174972,m3/inhab/year,E,true
15,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Northern Africa,2019,24.766574106,m3/inhab/year,E,true
15,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Northern Africa,2020,24.353932055,m3/inhab/year,E,true
15,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Northern Africa,2021,23.936021133,m3/inhab/year,E,true
15,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Northern Africa,2022,23.458377578,m3/inhab/year,E,true
275,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Palestine,2000,4.632283909,m3/inhab/year,E,false
275,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Palestine,2001,5.391259559,m3/inhab/year,E,false
275,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Palestine,2002,6.128166571,m3/inhab/year,E,false
275,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Palestine,2003,6.839176356,m3/inhab/year,E,false
275,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Palestine,2004,7.516163925,m3/inhab/year,E,false
275,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Palestine,2005,8.152018848,m3/inhab/year,E,false
275,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Palestine,2006,7.625096987,m3/inhab/year,E,false
275,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Palestine,2007,7.115498994,m3/inhab/year,E,false
275,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Palestine,2008,6.628978791,m3/inhab/year,E,false
275,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Palestine,2009,6.165601981,m3/inhab/year,E,false
275,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Palestine,2010,5.718579286,m3/inhab/year,E,false
275,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Palestine,2011,5.459677695,m3/inhab/year,E,false
275,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Palestine,2012,5.747329856,m3/inhab/year,E,false
275,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Palestine,2013,5.879489352,m3/inhab/year,E,false
275,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Palestine,2014,5.384165003,m3/inhab/year,E,false
275,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Palestine,2015,5.605090252,m3/inhab/year,E,false
275,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Palestine,2016,5.445123785,m3/inhab/year,E,false
275,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Palestine,2017,6.747150331,m3/inhab/year,E,false
275,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Palestine,2018,6.617748926,m3/inhab/year,E,false
275,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Palestine,2019,6.878095143,m3/inhab/year,E,false
275,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Palestine,2020,6.884047394,m3/inhab/year,E,false
275,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Palestine,2021,7.521209812,m3/inhab/year,E,false
275,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Palestine,2022,6.974197355,m3/inhab/year,E,false
634,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Qatar,2000,21.550755129,m3/inhab/year,E,false
634,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Qatar,2001,18.763137515,m3/inhab/year,E,false
634,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Qatar,2002,16.225982663,m3/inhab/year,E,false
634,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Qatar,2003,13.911978536,m3/inhab/year,E,false
634,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Qatar,2004,11.870710122,m3/inhab/year,E,false
634,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Qatar,2005,9.692176475,m3/inhab/year,E,false
634,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Qatar,2006,9.662521034,m3/inhab/year,E,false
634,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Qatar,2007,8.935995929,m3/inhab/year,E,false
634,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Qatar,2008,8.549775814,m3/inhab/year,E,false
634,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Qatar,2009,8.574761199,m3/inhab/year,E,false
634,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Qatar,2010,8.775886672,m3/inhab/year,E,false
634,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Qatar,2011,9.056020321,m3/inhab/year,E,false
634,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Qatar,2012,9.333459877,m3/inhab/year,E,false
634,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Qatar,2013,9.445839182,m3/inhab/year,E,false
634,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Qatar,2014,38.496699381,m3/inhab/year,E,false
634,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Qatar,2015,47.19175094,m3/inhab/year,E,false
634,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Qatar,2016,55.282583639,m3/inhab/year,E,false
634,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Qatar,2017,12.56137989,m3/inhab/year,E,false
634,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Qatar,2018,12.893215923,m3/inhab/year,E,false
634,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Qatar,2019,15.725962241,m3/inhab/year,E,false
634,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Qatar,2020,15.759575512,m3/inhab/year,E,false
634,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Qatar,2021,13.918383848,m3/inhab/year,E,false
634,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Qatar,2022,13.89131378,m3/inhab/year,E,false
682,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Saudi Arabia,2000,17.907341961,m3/inhab/year,E,false
682,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Saudi Arabia,2001,21.669291549,m3/inhab/year,E,false
682,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Saudi Arabia,2002,25.060144906,m3/inhab/year,E,false
682,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Saudi Arabia,2003,28.127511242,m3/inhab/year,E,false
682,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Saudi Arabia,2004,30.910832416,m3/inhab/year,E,false
682,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Saudi Arabia,2005,32.052700671,m3/inhab/year,E,false
682,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Saudi Arabia,2006,33.086128692,m3/inhab/year,E,false
682,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Saudi Arabia,2007,32.732316442,m3/inhab/year,E,false
682,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Saudi Arabia,2008,32.391674575,m3/inhab/year,E,false
682,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Saudi Arabia,2009,32.063386487,m3/inhab/year,E,false
682,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Saudi Arabia,2010,31.747132132,m3/inhab/year,E,false
682,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Saudi Arabia,2011,31.442752452,m3/inhab/year,E,false
682,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Saudi Arabia,2012,31.150181083,m3/inhab/year,E,false
682,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Saudi Arabia,2013,31.755291582,m3/inhab/year,E,false
682,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Saudi Arabia,2014,32.071035758,m3/inhab/year,E,false
682,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Saudi Arabia,2015,32.593895607,m3/inhab/year,E,false
682,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Saudi Arabia,2016,33.042722319,m3/inhab/year,E,false
682,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Saudi Arabia,2017,32.48609384,m3/inhab/year,E,false
682,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Saudi Arabia,2018,46.105530092,m3/inhab/year,E,false
682,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Saudi Arabia,2019,45.942593024,m3/inhab/year,E,false
682,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Saudi Arabia,2020,45.174103739,m3/inhab/year,E,false
682,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Saudi Arabia,2021,44.68792269,m3/inhab/year,E,false
682,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Saudi Arabia,2022,43.511567488,m3/inhab/year,E,false
729,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Sudan,2012,2.031244439,m3/inhab/year,E,false
729,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Sudan,2013,1.98487005,m3/inhab/year,E,false
729,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Sudan,2014,1.931828701,m3/inhab/year,E,false
729,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Sudan,2015,1.873855496,m3/inhab/year,E,false
729,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Sudan,2016,1.817745912,m3/inhab/year,E,false
729,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Sudan,2017,1.755852009,m3/inhab/year,E,false
729,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Sudan,2018,1.695658815,m3/inhab/year,E,false
729,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Sudan,2019,1.646608198,m3/inhab/year,E,false
729,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Sudan,2020,1.602932948,m3/inhab/year,E,false
729,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Sudan,2021,1.560324518,m3/inhab/year,E,false
729,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Sudan,2022,1.518730626,m3/inhab/year,E,false
760,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Syrian Arab Republic,2000,35.5213354,m3/inhab/year,E,false
760,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Syrian Arab Republic,2001,31.727715444,m3/inhab/year,E,false
760,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Syrian Arab Republic,2002,32.573230232,m3/inhab/year,E,false
760,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Syrian Arab Republic,2003,33.260112639,m3/inhab/year,E,false
